b'Ping:',b'52.825',b'ms',b'Download:',b'21.39',b'Mbit/s',b'Upload:',b'10.26',b'Mbit/s',2021-03-21 12:56:29
b'Ping:',b'48.977',b'ms',b'Download:',b'23.83',b'Mbit/s',b'Upload:',b'23.90',b'Mbit/s',2021-03-21 12:56:57
b'Ping:',b'49.036',b'ms',b'Download:',b'23.71',b'Mbit/s',b'Upload:',b'30.54',b'Mbit/s',2021-03-21 12:57:25
b'Ping:',b'52.765',b'ms',b'Download:',b'27.65',b'Mbit/s',b'Upload:',b'27.07',b'Mbit/s',2021-03-21 12:57:50
b'Ping:',b'52.606',b'ms',b'Download:',b'24.48',b'Mbit/s',b'Upload:',b'32.05',b'Mbit/s',2021-03-21 12:58:16
b'Ping:',b'51.08',b'ms',b'Download:',b'23.20',b'Mbit/s',b'Upload:',b'32.64',b'Mbit/s',2021-03-21 12:58:41
b'Ping:',b'50.235',b'ms',b'Download:',b'21.52',b'Mbit/s',b'Upload:',b'24.55',b'Mbit/s',2021-03-21 12:59:06
b'Ping:',b'59.443',b'ms',b'Download:',b'16.64',b'Mbit/s',b'Upload:',b'25.49',b'Mbit/s',2021-03-21 12:59:31
2021-03-21 13:00:00
2021-03-21 13:00:06
b'Ping:',b'52.771',b'ms',b'Download:',b'18.40',b'Mbit/s',b'Upload:',b'28.69',b'Mbit/s',2021-03-21 13:00:12
b'Ping:',b'50.602',b'ms',b'Download:',b'23.56',b'Mbit/s',b'Upload:',b'18.57',b'Mbit/s',2021-03-21 13:00:38
b'Ping:',b'54.401',b'ms',b'Download:',b'24.11',b'Mbit/s',b'Upload:',b'21.70',b'Mbit/s',2021-03-21 13:01:07
b'Ping:',b'49.752',b'ms',b'Download:',b'23.99',b'Mbit/s',b'Upload:',b'24.75',b'Mbit/s',2021-03-21 13:01:32
b'Ping:',b'49.716',b'ms',b'Download:',b'23.52',b'Mbit/s',b'Upload:',b'17.94',b'Mbit/s',2021-03-21 13:02:01
b'Ping:',b'62.386',b'ms',b'Download:',b'26.69',b'Mbit/s',b'Upload:',b'35.96',b'Mbit/s',2021-03-21 13:02:32
b'Ping:',b'52.617',b'ms',b'Download:',b'24.55',b'Mbit/s',b'Upload:',b'29.61',b'Mbit/s',2021-03-21 13:02:59
b'Ping:',b'52.399',b'ms',b'Download:',b'19.13',b'Mbit/s',b'Upload:',b'16.00',b'Mbit/s',2021-03-21 13:03:26
b'Ping:',b'56.449',b'ms',b'Download:',b'2.83',b'Mbit/s',b'Upload:',b'5.98',b'Mbit/s',2021-03-21 13:03:50
b'Ping:',b'52.734',b'ms',b'Download:',b'16.43',b'Mbit/s',b'Upload:',b'28.87',b'Mbit/s',2021-03-21 13:04:29
b'Ping:',b'50.947',b'ms',b'Download:',b'21.43',b'Mbit/s',b'Upload:',b'26.02',b'Mbit/s',2021-03-21 13:04:56
b'Ping:',b'59.135',b'ms',b'Download:',b'25.33',b'Mbit/s',b'Upload:',b'37.43',b'Mbit/s',2021-03-21 13:05:21
b'Ping:',b'48.982',b'ms',b'Download:',b'30.62',b'Mbit/s',b'Upload:',b'30.07',b'Mbit/s',2021-03-21 13:05:46
b'Ping:',b'57.47',b'ms',b'Download:',b'28.29',b'Mbit/s',b'Upload:',b'39.01',b'Mbit/s',2021-03-21 13:06:11
b'Ping:',b'51.791',b'ms',b'Download:',b'27.24',b'Mbit/s',b'Upload:',b'35.46',b'Mbit/s',2021-03-21 13:06:36
b'Ping:',b'53.644',b'ms',b'Download:',b'29.74',b'Mbit/s',b'Upload:',b'36.12',b'Mbit/s',2021-03-21 13:07:00
b'Ping:',b'51.807',b'ms',b'Download:',b'32.69',b'Mbit/s',b'Upload:',b'36.04',b'Mbit/s',2021-03-21 13:07:24
b'Ping:',b'50.705',b'ms',b'Download:',b'31.20',b'Mbit/s',b'Upload:',b'35.91',b'Mbit/s',2021-03-21 13:07:48
b'Ping:',b'57.297',b'ms',b'Download:',b'26.42',b'Mbit/s',b'Upload:',b'35.68',b'Mbit/s',2021-03-21 13:08:12
b'Ping:',b'49.637',b'ms',b'Download:',b'29.24',b'Mbit/s',b'Upload:',b'34.00',b'Mbit/s',2021-03-21 13:08:36
b'Ping:',b'52.25',b'ms',b'Download:',b'2.69',b'Mbit/s',b'Upload:',b'9.31',b'Mbit/s',2021-03-21 13:09:00
b'Ping:',b'51.683',b'ms',b'Download:',b'4.79',b'Mbit/s',b'Upload:',b'31.17',b'Mbit/s',2021-03-21 13:09:37
b'Ping:',b'50.889',b'ms',b'Download:',b'24.45',b'Mbit/s',b'Upload:',b'16.47',b'Mbit/s',2021-03-21 13:10:06
b'Ping:',b'52.929',b'ms',b'Download:',b'11.55',b'Mbit/s',b'Upload:',b'27.19',b'Mbit/s',2021-03-21 13:10:31
b'Ping:',b'58.417',b'ms',b'Download:',b'23.23',b'Mbit/s',b'Upload:',b'32.22',b'Mbit/s',2021-03-21 13:10:56
b'Ping:',b'55.481',b'ms',b'Download:',b'14.72',b'Mbit/s',b'Upload:',b'28.69',b'Mbit/s',2021-03-21 13:11:22
b'Ping:',b'51.353',b'ms',b'Download:',b'26.51',b'Mbit/s',b'Upload:',b'21.00',b'Mbit/s',2021-03-21 13:11:50
b'Ping:',b'53.395',b'ms',b'Download:',b'18.46',b'Mbit/s',b'Upload:',b'26.75',b'Mbit/s',2021-03-21 13:12:15
b'Ping:',b'55.358',b'ms',b'Download:',b'26.11',b'Mbit/s',b'Upload:',b'23.95',b'Mbit/s',2021-03-21 13:12:39
b'Ping:',b'60.82',b'ms',b'Download:',b'21.39',b'Mbit/s',b'Upload:',b'27.33',b'Mbit/s',2021-03-21 13:13:04
b'Ping:',b'55.014',b'ms',b'Download:',b'20.23',b'Mbit/s',b'Upload:',b'26.40',b'Mbit/s',2021-03-21 13:13:29
b'Ping:',b'52.115',b'ms',b'Download:',b'22.84',b'Mbit/s',b'Upload:',b'15.70',b'Mbit/s',2021-03-21 13:13:54
b'Ping:',b'56.539',b'ms',b'Download:',b'25.77',b'Mbit/s',b'Upload:',b'15.38',b'Mbit/s',2021-03-21 13:14:21
b'Ping:',b'51.184',b'ms',b'Download:',b'5.47',b'Mbit/s',b'Upload:',b'3.02',b'Mbit/s',2021-03-21 13:14:46
b'Ping:',b'52.585',b'ms',b'Download:',b'24.48',b'Mbit/s',b'Upload:',b'28.65',b'Mbit/s',2021-03-21 13:15:19
b'Ping:',b'51.354',b'ms',b'Download:',b'28.64',b'Mbit/s',b'Upload:',b'32.42',b'Mbit/s',2021-03-21 13:15:43
b'Ping:',b'49.791',b'ms',b'Download:',b'27.86',b'Mbit/s',b'Upload:',b'29.16',b'Mbit/s',2021-03-21 13:16:07
b'Ping:',b'51.059',b'ms',b'Download:',b'30.68',b'Mbit/s',b'Upload:',b'35.00',b'Mbit/s',2021-03-21 13:16:31
b'Ping:',b'51.122',b'ms',b'Download:',b'28.64',b'Mbit/s',b'Upload:',b'27.08',b'Mbit/s',2021-03-21 13:16:55
b'Ping:',b'51.919',b'ms',b'Download:',b'29.25',b'Mbit/s',b'Upload:',b'33.50',b'Mbit/s',2021-03-21 13:17:19
b'Ping:',b'51.875',b'ms',b'Download:',b'28.27',b'Mbit/s',b'Upload:',b'27.27',b'Mbit/s',2021-03-21 13:17:43
b'Ping:',b'51.447',b'ms',b'Download:',b'28.70',b'Mbit/s',b'Upload:',b'33.94',b'Mbit/s',2021-03-21 13:18:08
b'Ping:',b'49.246',b'ms',b'Download:',b'35.09',b'Mbit/s',b'Upload:',b'35.62',b'Mbit/s',2021-03-21 13:18:33
b'Ping:',b'52.189',b'ms',b'Download:',b'31.30',b'Mbit/s',b'Upload:',b'34.99',b'Mbit/s',2021-03-21 13:18:58
b'Ping:',b'50.089',b'ms',b'Download:',b'4.85',b'Mbit/s',b'Upload:',b'11.02',b'Mbit/s',2021-03-21 13:19:22
b'Ping:',b'50.562',b'ms',b'Download:',b'28.57',b'Mbit/s',b'Upload:',b'24.92',b'Mbit/s',2021-03-21 13:19:51
b'Ping:',b'54.373',b'ms',b'Download:',b'23.40',b'Mbit/s',b'Upload:',b'6.27',b'Mbit/s',2021-03-21 13:20:15
b'Ping:',b'53.196',b'ms',b'Download:',b'8.18',b'Mbit/s',b'Upload:',b'27.57',b'Mbit/s',2021-03-21 13:20:44
b'Ping:',b'56.434',b'ms',b'Download:',b'25.93',b'Mbit/s',b'Upload:',b'25.25',b'Mbit/s',2021-03-21 13:21:09
b'Ping:',b'51.447',b'ms',b'Download:',b'27.04',b'Mbit/s',b'Upload:',b'30.90',b'Mbit/s',2021-03-21 13:21:35
b'Ping:',b'52.417',b'ms',b'Download:',b'26.78',b'Mbit/s',b'Upload:',b'30.77',b'Mbit/s',2021-03-21 13:21:59
b'Ping:',b'54.678',b'ms',b'Download:',b'31.69',b'Mbit/s',b'Upload:',b'34.44',b'Mbit/s',2021-03-21 13:22:24
b'Ping:',b'52.454',b'ms',b'Download:',b'10.72',b'Mbit/s',b'Upload:',b'6.10',b'Mbit/s',2021-03-21 13:22:48
b'Ping:',b'50.57',b'ms',b'Download:',b'29.30',b'Mbit/s',b'Upload:',b'29.40',b'Mbit/s',2021-03-21 13:23:14
b'Ping:',b'51.307',b'ms',b'Download:',b'29.39',b'Mbit/s',b'Upload:',b'33.74',b'Mbit/s',2021-03-21 13:23:40
b'Ping:',b'52.155',b'ms',b'Download:',b'24.82',b'Mbit/s',b'Upload:',b'35.75',b'Mbit/s',2021-03-21 13:24:04
b'Ping:',b'52.295',b'ms',b'Download:',b'30.50',b'Mbit/s',b'Upload:',b'35.40',b'Mbit/s',2021-03-21 13:24:29
b'Ping:',b'52.191',b'ms',b'Download:',b'3.74',b'Mbit/s',b'Upload:',b'6.86',b'Mbit/s',2021-03-21 13:24:53
b'Ping:',b'50.939',b'ms',b'Download:',b'27.49',b'Mbit/s',b'Upload:',b'30.35',b'Mbit/s',2021-03-21 13:25:26
b'Ping:',b'49.995',b'ms',b'Download:',b'32.44',b'Mbit/s',b'Upload:',b'30.46',b'Mbit/s',2021-03-21 13:25:51
b'Ping:',b'51.045',b'ms',b'Download:',b'13.39',b'Mbit/s',b'Upload:',b'6.99',b'Mbit/s',2021-03-21 13:26:16
b'Ping:',b'53.131',b'ms',b'Download:',b'26.70',b'Mbit/s',b'Upload:',b'31.75',b'Mbit/s',2021-03-21 13:26:43
b'Ping:',b'56.996',b'ms',b'Download:',b'4.63',b'Mbit/s',b'Upload:',b'3.76',b'Mbit/s',2021-03-21 13:27:08
b'Ping:',b'50.215',b'ms',b'Download:',b'31.97',b'Mbit/s',b'Upload:',b'30.26',b'Mbit/s',2021-03-21 13:27:37
b'Ping:',b'48.753',b'ms',b'Download:',b'30.81',b'Mbit/s',b'Upload:',b'35.65',b'Mbit/s',2021-03-21 13:28:02
b'Ping:',b'48.921',b'ms',b'Download:',b'30.61',b'Mbit/s',b'Upload:',b'34.59',b'Mbit/s',2021-03-21 13:28:26
b'Ping:',b'50.509',b'ms',b'Download:',b'8.92',b'Mbit/s',b'Upload:',b'9.31',b'Mbit/s',2021-03-21 13:28:50
b'Ping:',b'50.889',b'ms',b'Download:',b'28.38',b'Mbit/s',b'Upload:',b'35.34',b'Mbit/s',2021-03-21 13:29:24
b'Ping:',b'50.7',b'ms',b'Download:',b'32.97',b'Mbit/s',b'Upload:',b'32.86',b'Mbit/s',2021-03-21 13:29:48
b'Ping:',b'51.287',b'ms',b'Download:',b'29.20',b'Mbit/s',b'Upload:',b'32.63',b'Mbit/s',2021-03-21 13:30:14
b'Ping:',b'52.306',b'ms',b'Download:',b'34.58',b'Mbit/s',b'Upload:',b'35.98',b'Mbit/s',2021-03-21 13:30:38
b'Ping:',b'51.23',b'ms',b'Download:',b'29.13',b'Mbit/s',b'Upload:',b'29.99',b'Mbit/s',2021-03-21 13:31:02
b'Ping:',b'49.606',b'ms',b'Download:',b'29.36',b'Mbit/s',b'Upload:',b'33.37',b'Mbit/s',2021-03-21 13:31:26
b'Ping:',b'57.344',b'ms',b'Download:',b'30.32',b'Mbit/s',b'Upload:',b'31.64',b'Mbit/s',2021-03-21 13:31:51
b'Ping:',b'50.64',b'ms',b'Download:',b'24.74',b'Mbit/s',b'Upload:',b'30.82',b'Mbit/s',2021-03-21 13:32:15
b'Ping:',b'50.239',b'ms',b'Download:',b'10.28',b'Mbit/s',b'Upload:',b'26.54',b'Mbit/s',2021-03-21 13:32:40
b'Ping:',b'49.523',b'ms',b'Download:',b'26.28',b'Mbit/s',b'Upload:',b'12.43',b'Mbit/s',2021-03-21 13:33:04
